"filename", "language", "XML", "TypeScript", "TypeScript JSX", "JSON", "JSON with Comments", "JavaScript", "Markdown", "Shell Script", "HTML", "YAML", "Docker", "CSS", "Log", "Properties", "comment", "blank", "total"
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/authService.ts", "TypeScript", 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -12, -118
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/characterService.ts", "TypeScript", 0, -106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -13, -122
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/validation.ts", "TypeScript", 0, -238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -44, -329
"/Users/vajrap/workspace/MyProject/Client/webapp/src/styles/global.tsx", "TypeScript JSX", 0, 0, -64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -2, -71
"/Users/vajrap/workspace/MyProject/Client/webapp/src/styles/theme.ts", "TypeScript", 0, -299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -17, -330
"/Users/vajrap/workspace/MyProject/Client/webapp/src/theme/index.ts", "TypeScript", 0, -282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -147, -8, -437
"/Users/vajrap/workspace/MyProject/Client/webapp/src/theme/theme.d.ts", "TypeScript", 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -29
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/api.ts", "TypeScript", 0, -177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -28, -236
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/character.ts", "TypeScript", 0, -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -16, -112
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/game.ts", "TypeScript", 0, -79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -11, -111
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/localization.ts", "TypeScript", 0, -268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -19, -293
"/Users/vajrap/workspace/MyProject/Client/webapp/src/utils/TextRenderer.tsx", "TypeScript JSX", 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -7, -58
"/Users/vajrap/workspace/MyProject/Client/webapp/src/utils/localizationHelper.ts", "TypeScript", 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -10, -57
"/Users/vajrap/workspace/MyProject/Client/webapp/src/utils/textRenderer.ts", "TypeScript", 0, -327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, -55, -462
"/Users/vajrap/workspace/MyProject/Client/webapp/src/viewmodels/LoginViewModel.ts", "TypeScript", 0, -158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -34, -215
"/Users/vajrap/workspace/MyProject/Client/webapp/src/viewmodels/RegisterViewModel.ts", "TypeScript", 0, -224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -46, -301
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/CharacterCreationView.tsx", "TypeScript JSX", 0, 0, -548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -60, -629
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/GameView.tsx", "TypeScript JSX", 0, 0, -112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -10, -131
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/LoginView.tsx", "TypeScript JSX", 0, 0, -377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -33, -421
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/RegisterView.tsx", "TypeScript JSX", 0, 0, -516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -36, -564
"/Users/vajrap/workspace/MyProject/Client/webapp/src/vite-env.d.ts", "TypeScript", 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -31
"/Users/vajrap/workspace/MyProject/Client/webapp/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -75
"/Users/vajrap/workspace/MyProject/Client/webapp/tsconfig.node.json", "JSON", 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -11
"/Users/vajrap/workspace/MyProject/Client/webapp/vite.config.ts", "TypeScript", 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -33
